Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Cloners),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Attachment,Attachment,Custom field (API names),Custom field (ATDD Status),Custom field (ATDD_Status),Custom field (Acceptance),Custom field (Acceptance Criteria),Custom field (Acceptance_),Custom field (Accepted/Rejected),Custom field (Action Done),Custom field (Action Plan),Custom field (Action_for_ resolution),Custom field (Actual Closure Date),Custom field (Actual Completion),Custom field (Actual Completion Date),Custom field (Actual Participants),Custom field (Actual Reviewed Date),Custom field (Affected Assets),Custom field (Amigo Discussion End Date),Custom field (Amigo Discussion Start Date),Custom field (Amigo SPOC),Custom field (Analysis / Playback by),Custom field (Analysis Provided),Custom field (Analysis Received),Custom field (Analysis/Playback date),Custom field (Annual Business Benefit Amount),Custom field (Annual Business Benefit Currency),"Custom field (Any reference material, Links)",Custom field (App Version),Custom field (Application Business Owner:),Custom field (Approver Authority),Custom field (Approver Name),Custom field (Approximate Impacted Time(Minutes)),Custom field (Assigned Date),Custom field (Assigned Group),Custom field (Assignee's Comments),Custom field (Associated Record Identifier),Custom field (Author Name),Custom field (Author Name),Custom field (Automation Flag),Custom field (Automation Version Covered),Custom field (Availability Verified),Custom field (Available For ST),Custom field (BRD/ BRS Check in Path),Custom field (Back Porting),Custom field (Backend),Custom field (Backlog),Custom field (Backport GA Version),Custom field (Backporting Approval Status From PS),Custom field (Backward Merging Required),Custom field (Benefits),Custom field (Benefits Case (Non-quantifiable)),Custom field (Benefits Case (Quantifiable)),Custom field (Browser),Custom field (Bug Classification),Custom field (Bug Classification),Custom field (Bug ID),Custom field (Build GWT Reviewer),Custom field (Build Review End Date),Custom field (Build Review Start Date),Custom field (Business Area),Custom field (Business Critical),Custom field (Business Efficiency Impact),Custom field (Business Need),Custom field (Business Requirement (Explain the business requirement to be satisfied)),Custom field (Business Value),Custom field (Business Workaround until CR can be implemented),Custom field (Business scenarios: Exceptions),Custom field (Business scenarios: Validations and corner cases),Custom field (Business value),Custom field (CAB Approval),Custom field (CR Assumptions),Custom field (CR Data from External Interfaces),Custom field (CR Formulae (attach)),Custom field (CR Impact on EOD/BOD Processes),Custom field (CR Input Forms Formats (attach)),Custom field (CR No.),Custom field (CR Objective),Custom field (CR Query Screen Formats(attach)),Custom field (CR Report Formats (attach)),Custom field (CR Sorting Criteria),Custom field (CR Status),Custom field (CR Test Data Required(Share details /attach as necessary)),Custom field (CR/Ref),Custom field (CUSTOMER SEVERITY),Custom field (CVSS Score),Custom field (CWC Check in Path),Custom field (Category),Custom field (Cause 1),Custom field (Cause 2),Custom field (Cause 3),Custom field (Cause 4),Custom field (Cause 5),Custom field (Change Approver),Custom field (Change Category),Custom field (Change Complexity),Custom field (Change Impact),Custom field (Change Title),Custom field (Change Type),Custom field (Changes done - Services / Screens),Custom field (Classification),Custom field (Client Ref. No.),Custom field (Closed Date),Custom field (Code Refactoring Required?),Custom field (Code Review Done By),Custom field (Code Review Status),Custom field (Code review (CR)),Custom field (Code review (CR) Done by),Custom field (Coding Status),Custom field (Comments from Bank),Custom field (Comments from Nucleus),Custom field (Commercial),Custom field (Commercials Charged),Custom field (Communication of Closure),Custom field (Communication of Down Time),Custom field (ComplexityAndSize),Custom field (ComplexityAndSize),Custom field (Component Names),Custom field (Computation / logic),Custom field (Computation/ logic),Custom field (ConfidenceAndClarity),Custom field (ConfidenceAndClarity),Custom field (Continuous Pass Count),Custom field (Count of Test Cases),Custom field (Count of Test Steps),Custom field (Count of Test Steps Blocked),Custom field (Count of Test Steps Executed),Custom field (Count of Test Steps Failed),Custom field (Count of Test Steps Passed),Custom field (Country),Custom field (Created Time),Custom field (Cross Module Dependency),Custom field (Current GA Version),Custom field (Current Stage),Custom field (Current Status),Custom field (Current stage),Custom field (Custom Closure Date),Custom field (Custom Issue Type),Custom field (Custom Priority),Custom field (Custom_priority),Custom field (Customer),Custom field (Customer Issue Type),Custom field (Customer JIRA Reference ID),Custom field (Customer Jira Key),Custom field (Customer List),Custom field (Customer Name),Custom field (Customer Release Date),Custom field (Customer Remarks),Custom field (Customer UAT Cycle),Custom field (Customer UAT Status),Custom field (Customer Verification Status),Custom field (Customer's Name),Custom field (Cycle No),Custom field (DB And Contract Changes),Custom field (DB And Contract Changes.),Custom field (DB Impacts),Custom field (DEFECT AREA),Custom field (Data Prearation SPOC),Custom field (Data Preparation End Date),Custom field (Data Preparation Start Date),Custom field (Data base Impact),Custom field (Data fields),Custom field (Database Impacts),Custom field (Defect),Custom field (Defect -category),Custom field (Defect ID),Custom field (Defect Source),Custom field (Defect phase),Custom field (Defect source),Custom field (Delivery Phase),Custom field (Delivery Reviewed by),Custom field (Delivery Version),Custom field (Delivery to QCT / Coding done),Custom field (Delivery to QCT / Coding done Done by),Custom field (Demo Acceptance Status),Custom field (Demo Status),Custom field (Demo for test),Custom field (Dependent Module Revision Number),Custom field (Detailed RCA of Blocker Incident),Custom field (Details Attached),Custom field (Details Received),Custom field (Dev Actual Completion Date),Custom field (Dev Due Date),Custom field (DevOps Impact),Custom field (Development Subtype required),Custom field (Development Type),Custom field (Document Path in Repository),Custom field (Document Status),Custom field (Document Writing Actual Date),Custom field (Document Writing Planned Date),Custom field (Documents Updated),Custom field (Done by),Custom field (Done by_),Custom field (DownTime),Custom field (Download / KT Done by),Custom field (Download Status),Custom field (Download/ KT date),Custom field (Duplicate Incident Id),Custom field (Effort),Custom field (End Date),Custom field (End Date And Time),Custom field (Engineering Story Points),Custom field (Environment on which patch to be applied),Custom field (Epic Link),Custom field (Epic/Theme),Custom field (Estimated MD),Custom field (Execution Status),Custom field (Expected Results),Custom field (F1/FN Category),Custom field (Feasibility Status),Custom field (Feature),Custom field (Feature File Check In Path),Custom field (Features),Custom field (Final Review Status),Custom field (FindingCount),Custom field (First LeveL RCA),Custom field (Fixed in Version),Custom field (Flagged),Custom field (Found in Sprint),Custom field (Framework),Custom field (Front porting completed),Custom field (Frontend),Custom field (Function Type),Custom field (Function_Type),Custom field (Functional Area),Custom field (Functional Review),Custom field (Functional Specification),Custom field (Functional_Area),Custom field (Functionality Impacted),Custom field (Functionality Released In),Custom field (Functionality details),Custom field (Functionality_Impacted),Custom field (GA Phase),Custom field (GA Validation Status),Custom field (GA Validation Status),Custom field (GA Version – Customer),Custom field (GA/Sprint version fixed),Custom field (GCC Use case),Custom field (GIT_COMMIT_HASH),Custom field (GWT Developer),Custom field (GWT Merge Date),Custom field (GWT Review Incorporation End Date),Custom field (GWT Review Incorporation Start Date),Custom field (GWT Writing End Date),Custom field (GWT Writing SPOC),Custom field (GWT Writing Start Date),Custom field (GWT Writing Status),Custom field (GWT Writing Status),Custom field (Group),Custom field (Group),Custom field (HLE/ Estimates),Custom field (I-Givers),Custom field (I-Implementers),Custom field (IA Reviewed By),Custom field (IA Reviewed By_),Custom field (IAD Check in Path),Custom field (ICICI Attachments),Custom field (ICICI Issue Type),Custom field (ICICI Priority),Custom field (IPMG Acceptance),Custom field (IPMG Team Member),Custom field (IRB),Custom field (Impact Analysis),Custom field (Impact on Other Epcis),Custom field (Impact on Other Epcis),Custom field (Impact on other Modules),Custom field (Impacted Area/ Components),Custom field (Impacted Areas/Functionalities),Custom field (Impacted Module),Custom field (Impacted Module),Custom field (Impacted Processes (Others -Please specify)),Custom field (Impacted Processes/Stage),Custom field (Impacted Products /Business Lines),Custom field (Implemented Date),Custom field (Incident Configuration Items),Custom field (Incident Impact),Custom field (Incident Priority),Custom field (Incident RCA),Custom field (Incident Recording Time),Custom field (Incident Resolution Plan),Custom field (Incident Type),Custom field (Initial Baselined target date),Custom field (Initiated Date),Custom field (Initiative),Custom field (Injected By),Custom field (Injected by),Custom field (Input source),Custom field (Interface SIT Status),Custom field (Interface Type),Custom field (Interface Url),Custom field (Is Redis Flush Required),Custom field (Issue Category),Custom field (Issue Logged In),Custom field (Issue Resolution Date),Custom field (JIRA Complexity),Custom field (Jenkins Path),Custom field (Job Sheet Actual Date),Custom field (Job Sheet Preparation Done by),Custom field (Job Sheet Prepared),Custom field (Job Sheet Target Date),Custom field (Job Sheet(JS) Preparation),Custom field (Job Sheet(JS) Review),Custom field (Job Sheet(JS) Review Done by),Custom field (KT Actual Date),Custom field (KT Done),Custom field (KT Target Date),Custom field (Key UI steps),Custom field (Last Reopened By),Custom field (Last Reopened Date),Custom field (Leadership Approval Status),Custom field (License details),Custom field (Linked Feature file),Custom field (Linked Test Case),Custom field (LoB Type),Custom field (LoB Type),Custom field (LoB Type),Custom field (MG checks),Custom field (Merge Request Number),Custom field (Migration field),Custom field (Module),Custom field (Module.),Custom field (Module/Feature),Custom field (Modules),Custom field (NPP Request ID),Custom field (Nature of Issue),Custom field (Neo Online date),Custom field (New Root Cause Category),Custom field (Next Steps),Custom field (Non-functional requirements),Custom field (Nucleus Remarks),Custom field (Number of Examples),Custom field (Number of Failed Examples),Custom field (On Hold Reason),Custom field (Open Source),Custom field (Original GA),Custom field (Original GA),Custom field (Original story points),Custom field (Original_Assignee),Custom field (Originated from),Custom field (Originated_from),Custom field (Originated_from),Custom field (Origination Phase),Custom field (Originator Phone),Custom field (Originator Title),Custom field (Originator name),Custom field (Other Impacts (please specify below)),Custom field (Out of Scope),Custom field (Output),Custom field (Overdue Status),Custom field (Ownership),Custom field (Ownership),Custom field (PC),Custom field (PMD Review Comments),Custom field (PMD Review Comments),Custom field (PMG GWT Reviewer),Custom field (PMG Review End Date),Custom field (PMG Review Start Date),Custom field (PMG Story Reviewer),Custom field (POC results),Custom field (PQM Release Date),Custom field (PQM TC Applicable),Custom field (PQM Testable),Custom field (PQMTestCaseID),Custom field (PS SVN Check in Path),Custom field (PS SVN Revision no),Custom field (PSG Story Point),Custom field (PSG/PS Analysis),Custom field (PSG/PS Analysis),Custom field (Parent Link),Custom field (Part of Build),Custom field (Patch Environment),Custom field (Patch Environment IP),Custom field (Patch Files),Custom field (Patch Release Date),Custom field (Percentage Complete),Custom field (Performance Impact On),Custom field (Perspective 1),Custom field (Perspective 2),Custom field (Plan to productize CR),Custom field (Planned / Not Planned),Custom field (Planned Participants),Custom field (Planned Review Date),Custom field (Planned//Release-in),Custom field (Playback Status),Custom field (Playback Understanding),Custom field (Potential wow factor),Custom field (Pre sprint Planning Actual Dates),Custom field (Pre sprint Planning Planned Dates),Custom field (Pre-Planning Status),Custom field (Pre-Planning Status.),Custom field (Preventive Action Description (Description/ToBeCreated/NotApplicable)),Custom field (Preventive Action Owner),Custom field (Preventive Action TaskID),Custom field (Preventive Action Type),Custom field (Product Board Approval date),Custom field (Product Dev Status),Custom field (Product Remarks),Custom field (Program Specifications Check In Path),Custom field (Progress so far),Custom field (QCT Category),Custom field (QCT Ready),Custom field (QCT Status),Custom field (QCT Status.),Custom field (QCT Test Case (QTC) Preparation),Custom field (QCT Test Case (QTC) Preparation Done by),Custom field (QCT Test Case (QTC) Review),Custom field (QCT Test Case (QTC) Review Done by),Custom field (QCT Test Case Execution (Sprinting)),Custom field (QCT Test Case Execution (Sprinting) Done by),Custom field (QCT Test Case ID),Custom field (QCT end date),Custom field (QCT target date),Custom field (RCA Remarks.),Custom field (RCA Review Status),Custom field (RCA Source Phase),Custom field (RCA and Preventive Action Review Status),Custom field (ROI Factor),Custom field (ROI Score),Custom field (Rank),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Re-Open),Custom field (ReQueST Logged By),Custom field (Regulatory/compliance requirement),Custom field (Release),Custom field (Release Date),Custom field (Release Type),Custom field (Released),Custom field (Released To Customer),Custom field (Released To PQM),Custom field (Reopen),Custom field (Reopen Count),Custom field (Reopen count),Custom field (Reopened By),Custom field (Reported By),Custom field (Reported By.),Custom field (Reported Through),Custom field (Reporting Date),Custom field (Req Categorisation),Custom field (Req Categorisation),Custom field (Req Reference Number),Custom field (Req Type),Custom field (ReqId),Custom field (ReqId),Custom field (Request ID),Custom field (Requested Implementation Date:),Custom field (Requirement Status),Custom field (Requirement Status.),Custom field (Resolution Date),Custom field (Review By),Custom field (Review Comments),Custom field (Review Comments),Custom field (Review Completion Date),Custom field (Review Date),Custom field (Review Date),Custom field (Reviewer),Custom field (Reviewer),Custom field (Reviewer Status),Custom field (Reviewer's Remarks),Custom field (Revised Due Date),Custom field (Revised SP),Custom field (Revision Number),Custom field (Revision Number-not used),Custom field (Revision number),Custom field (Rollback Plan),Custom field (Root Cause Category),Custom field (Root Cause.),Custom field (Root cause),Custom field (Root cause Description),Custom field (Root cause analysis),Custom field (SCM Path),Custom field (SLA Belongs To),Custom field (SLA Exceed Category),Custom field (SLA Exceed Remarks),Custom field (SLR),Custom field (SPOC),Custom field (ST Cases Status),Custom field (ST Cases Status.),Custom field (ST Closure Date),Custom field (ST Status),Custom field (ST Story ID),Custom field (Scenario Count),Custom field (Scenarios & TC Actual Date),Custom field (Scenarios & TC Prepared),Custom field (Scenarios & TC Review Actual Date),Custom field (Scenarios & TC Review Target Date),Custom field (Scenarios & TC Reviewed),Custom field (Scenarios & TC Target Date),Custom field (Scenarios and TC Prepared),Custom field (Schedule of the change),Custom field (Screen/Functionality),Custom field (Second LeveL RCA),Custom field (Simulation Step Provided),Custom field (Simulation Step Received),Custom field (Simulation Steps ),Custom field (Solution Type),Custom field (Solution Type),Custom field (Solutioning),Custom field (Solutioning),Custom field (Sonar Applicable),Custom field (Source),Custom field (Source Files),Custom field (Source Of Issue),Custom field (Source_From),Custom field (Specific Area),Custom field (Specific_Area),Sprint,Custom field (Sprint No),Custom field (Sprint Planning Actual Dates),Custom field (Sprint Planning Planned Dates),Custom field (Sprint Tester),Custom field (Sprint retrospectives status),Sprint,Custom field (Stage),Custom field (Start Date And Time),Custom field (Status),Custom field (Story Category),Custom field (Story Description),Custom field (Story Developed By),Custom field (Story Points),Custom field (Story Points Agreed),Custom field (Story Preparation Actual Date),Custom field (Story Preparation Target Date),Custom field (Story Prepared),Custom field (Story Review Status),Custom field (Story Size),Custom field (Story Type),Custom field (Story Writing Status),Custom field (Story available for Sprint testing),Custom field (Story deployment for Sprint testing),Custom field (Story size),Custom field (Strategy),Custom field (Sub Function),Custom field (Sub-category),Custom field (Support Issue Source),Custom field (System processes),Custom field (TC Available),Custom field (TC Execution),Custom field (TC Id./No.),Custom field (TC Review Status),Custom field (TC Type/Issue Found),Custom field (TLR),Custom field (TN),Custom field (Tag-1),Custom field (Tag-10),Custom field (Tag-2),Custom field (Tag-3),Custom field (Tag-4),Custom field (Tag-5),Custom field (Tag-6),Custom field (Tag-7),Custom field (Tag-8),Custom field (Tag-8),Custom field (Tag-9),Custom field (Tag1),Custom field (Tag2),Custom field (Tag3),Custom field (Tag4),Custom field (Tag5),Custom field (Tag6),Custom field (Target Closure Date),Custom field (Target Date),Custom field (Target end),Custom field (Target start),Custom field (Task Allocation Date),Custom field (Task Category),Custom field (Task Code),Custom field (Task Completion Date),Custom field (Task Group),Custom field (Task Initiation Date),Custom field (Task Type),Custom field (Team),Custom field (Team),Custom field (Team),Custom field (Team Name),Custom field (TeamName),Custom field (Technical Specfication),Custom field (Technology  Impact),Custom field (Test Blocked #),Custom field (Test Case #),Custom field (Test Case Included by QCT),Custom field (Test Case Steps),Custom field (Test Case Type),Custom field (Test Case/ Checklist Mapped (Y/N)),Custom field (Test Cases Reviewed By),Custom field (Test Executed #),Custom field (Test Failed #),Custom field (Test Passed #),Custom field (Test Results),Custom field (Test Steps),Custom field (Test Team Remarks),Custom field (Test Verified #),Custom field (Testcase ID),Custom field (Tester Name),Custom field (Testing Cycle),Custom field (Testing Log Check In Path),Custom field (Theme),Custom field (Ticket No),Custom field (Time Spent),Custom field (Time Spent – PQM - Analysis),Custom field (Time Spent – PQM Testing),Custom field (Time Spent – PQM- Automation),Custom field (Time Spent – PQM- Review),Custom field (Time Spent – Review),Custom field (Time Spent- Analysis(Hours)),Custom field (Time Spent- Coding(Hours)),Custom field (Time Spent- Dev Testing),Custom field (Time Spent- Others(Hours)),Custom field (Time Spent- RCA(Hours)),Custom field (Time Spent- Testing),Custom field (Time to SLA),Custom field (To be referred in future sprint),Custom field (Track),Custom field (Type),Custom field (Type_of_resoution),Custom field (UAT Time (Hours)),Custom field (UD/ FSD Check in Path),Custom field (UI Impact),Custom field (UTP Check in Path),Custom field (UTP Executed),Custom field (Unit Test Case (UTC) preparation),Custom field (Unit Test Case (UTC) preparation Done by),Custom field (Upgrade Migration Impact),Custom field (Upgrade Migration Requirement),Custom field (Value Analysis),Custom field (Value of Commercials Charged),Custom field (Verification Status),Custom field (Version),Custom field (WBS Status),Custom field (WSEM ID),Custom field (Why 1),Custom field (Why 2),Custom field (Why 3),Custom field (Why 4),Custom field (Why 5),Custom field (Wireframes),Custom field (Won't Fix Reason),Custom field (Won't Fix Reason),Custom field (cause 1),Custom field (cause 2),Custom field (cause 3),Custom field (cause 4),Custom field (cause 5),Custom field (date Of Request),Custom field (p),Custom field (pf),Custom field (rc),Custom field (rr),Custom field (sz),Custom field (tcrbp),Custom field (test),Comment,Comment,Comment
Separate Credit Approval decision at the sub loan level under OMNI Loan - Recommendation,CAS-264757,1090409,Story,Resolved,CAS,CAS,software,Shailja.Mishra,,,Major,Fixed,vibhur.garg,yuvraj.raghuwanshi,yuvraj.raghuwanshi,14/Jan/26 10:56 AM,11/Mar/26 1:08 PM,11/Mar/26 4:46 PM,03/Mar/26 3:59 PM,,,,,0,code_done_gwt_pending,PQM_ATDD,,,aanchal.agarwal,anand.singh1,vibhur.garg,yuvraj.raghuwanshi,,,,,,,,,,CAS-270780,CAS-265638,CAS-265769,CAS-265770,CAS-265772,CAS-265773,CAS-268922,"18/Feb/26 7:30 PM;anand.singh1;SeparateRecommendationDecisions.feature;https://jira.nucleussoftware.com/secure/attachment/2280317/SeparateRecommendationDecisions.feature","03/Mar/26 3:58 PM;vibhur.garg;WBS_CAS-264757.xlsx;https://jira.nucleussoftware.com/secure/attachment/2290624/WBS_CAS-264757.xlsx",,Not Applicable (Story Extension of Previous Sprint Story),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,Regular,,,,,,,,,,Done - On Time,,,,,,,,,,,,,,,,,,,,,,,No Impact,,Not Started,,,,,,,,,,,HD BANK,,,,,,,,,,,,,,,,,,Yes,,,,Select,,,,,GA 9.0,,,,Not Done,,,,,,,,No,Global Conventional,Product,,,,,,,,,,Done - On Time,,,,,,7.0,,CAS-261098,,,,,,,,,,,,,,,,,,,,,,NOT DONE,,,,,,,Sprint_4,,,,,,,,,18/Feb/26 12:00 AM,18/Feb/26 12:00 AM,,,,In Progress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Editable,,,,,,,,,,,,,No,,,,Low,,,,,,,,,,,,,,,,,,,Not applicable,,,,,,CAS,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done - On Time,,,,,Not Done,Done,,,,Not a Bug,,,,,,,,,,,,,,,,,,,new development,Pending,,Pending,,,9223372036854775807,"1|i2y8cv:",9223372036854775807,,,,,,,,NO,,,0,,,,,,,,,202501060005NPD,,,,,,,,,,,,,,,,,,,,7.0,,,000,,,,,,,,,,,,,,,,Not Done,,,,,,,,,,,,,,,,,,,,,,,,IPMG,,,,,,,,,,,,,Customer Commitment,,,7.0,,,,,,,,,,,,,,,,"{color:#172b4d}*+RECOMMENDATION+*{color}
 * A new column 'decision' is required in product type decision list for all the sub loans where separate recommendation decision can be taken at sub loan level in an omni loan. It will be a checkbox. This column will be added before recommended amount field. By default all the checboxes will come checked when user lands on recommendation stage.
 * If any subloan is not recommended then recommended limit field will be disabled and application will move to credit approval with the all the subloans.
 * It is applicable for both subloan and credit card grids.
 * If even one of the sub loan is selected as recommended then application level decision will change to recommended. This field will be disabled. If all the subloans are marked not recommended then application decision will be updated to not recommended and on MTNS application will move to next stage.",,,,Not Done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Impact,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,"21/Jan/26 6:14 PM;yuvraj.raghuwanshi;* Only, primary card level recommendation will work. Add on and companion card approval will be dependent on primary card.
 * Sub loan with 0 amount cannot be recommended or rejected. Existing validation will come with tranche ID.

 ;;;","19/Feb/26 12:42 PM;anand.singh1;GWT File Committed, Review points from CAS-268922 incorporated. 

MR Raised to [~akshat.bhanot] ;;;","03/Mar/26 3:59 PM;vibhur.garg;Development for recommendation stage has been completed
Atdd,CW is not applicable for this story 
Atdd and CW will be applicable in cloned story(CAS-270780);;;"